x	y	clickSelects
0.386830477392296	0.700620170713098	BEX4
0.398707128509675	0.687513715313248	C16orf80
0.405409735674739	0.684013238566655	CYP4V2
0.394851153169569	0.68692579218945	DHX32
0.401103616266538	0.690652547244003	DPH5
0.410956631322016	0.701995573067924	FLJ39653
0.406457382204637	0.694495800528618	GNRHR2
0.403897996382378	0.688550274056043	IKZF4
0.388600030250522	0.683186162322971	ING4
0.399404339353852	0.677328461982151	LOC100286793
0.394232054174569	0.703468152655758	LOC400027
0.406944236942305	0.643050185528363	LOC728855
0.409204197875876	0.703535192052842	LYRM1
0.390676998353905	0.67080793432645	NICN1
0.398368357746621	0.685653282191293	NIT2
0.406289961216928	0.686127640486379	PMS2L1
0.408481026773082	0.680996824479625	RABL2B
0.398796537722934	0.687964704038137	RPL36A
0.400647112436178	0.657175082513297	SGK494
0.399972191958428	0.668571955822524	SNHG3-RCC1
0.390501261251776	0.718841855582465	SNHG8
0.387489675726776	0.680004947487143	SRD5A3
0.389087243841546	0.735630208015999	TCEAL4
0.395303090723773	0.65376768876753	TSPAN31
